comp_code;comp_name;employee_id;employee_name;date;func_code;func;salary
1;The Pines at Windward;27582;Tyrese Keller;01/03/2022 00:00;233;Bricklayer A;1212
1;The Pines at Windward;29001;Keaton Becker;01/03/2022 00:00;231;Bricklayer B;1859
1;The Pines at Windward;23755;Marshall Nunez;01/03/2022 00:00;231;Bricklayer B;1859
1;The Pines at Windward;23899;Marvin Contreras;01/03/2022 00:00;231;Bricklayer B;1859
1;The Pines at Windward;23723;Ismael Lambert;01/03/2022 00:00;231;Bricklayer B;1859
1;The Pines at Windward;23250;Craig Santiago;01/03/2022 00:00;231;Bricklayer B;1212
1;The Pines at Windward;26078;Brendon Rhodes;01/03/2022 00:00;231;Bricklayer B;1859
1;The Pines at Windward;25131;Brody Caldwell;01/03/2022 00:00;231;Bricklayer B;1859
1;The Pines at Windward;23757;Ernesto Leonard;01/03/2022 00:00;231;Bricklayer B;1859
1;The Pines at Windward;28405;Trevon McDaniel;01/03/2022 00:00;231;Bricklayer B;1212
1;The Pines at Windward;26618;Darius Peters;01/03/2022 00:00;231;Bricklayer B;1619,13
1;The Pines at Windward;24838;Jeffery Beck;01/03/2022 00:00;231;Bricklayer B;1859
1;The Pines at Windward;25178;Tyson Wade;01/03/2022 00:00;231;Bricklayer B;1212
1;The Pines at Windward;27060;Eddie Byrd;01/03/2022 00:00;231;Bricklayer B;1859
1;The Pines at Windward;28946;Maurice Craig;01/03/2022 00:00;231;Bricklayer B;1859
1;The Pines at Windward;9889;Braxton Estrada;01/03/2022 00:00;231;Bricklayer B;1053,43
1;The Pines at Windward;24574;Isiah Chambers;01/03/2022 00:00;231;Bricklayer B;1859
1;The Pines at Windward;25058;Garrison Garrison;01/03/2022 00:00;231;Bricklayer B;1799,03
1;The Pines at Windward;24170;Camden Parks;01/03/2022 00:00;231;Bricklayer B;1859
1;The Pines at Windward;25294;Emilio Lowe;01/03/2022 00:00;231;Bricklayer B;1859
1;The Pines at Windward;23813;Rodney Powers;01/03/2022 00:00;231;Bricklayer B;1859
1;The Pines at Windward;24781;Malachi Shelton;01/03/2022 00:00;231;Bricklayer B;1859
1;The Pines at Windward;25268;Axel Jennings;01/03/2022 00:00;231;Bricklayer B;1859
1;The Pines at Windward;28041;Kody Gregory;01/03/2022 00:00;231;Bricklayer B;1859
1;The Pines at Windward;28022;Conor Barker;01/03/2022 00:00;231;Bricklayer B;1859
1;The Pines at Windward;27977;Ezekiel Vega;01/03/2022 00:00;231;Bricklayer B;1859
1;The Pines at Windward;27752;Lukas Vaughn;01/03/2022 00:00;230;Doorman;1212
1;The Pines at Windward;28830;Jamal Norris;01/03/2022 00:00;230;Doorman;1212
1;The Pines at Windward;29698;Malcolm Vazquez;01/03/2022 00:00;222;Grout Applicator;1212
1;The Pines at Windward;28054;Zackery Holt;01/03/2022 00:00;222;Grout Applicator;1212
1;The Pines at Windward;28425;Javon Steele;01/03/2022 00:00;120;Locksmith;1859
1;The Pines at Windward;29088;Roger Benson;01/03/2022 00:00;120;Locksmith;1859
1;The Pines at Windward;27583;Gerald Haynes;01/03/2022 00:00;7;General Services Assistant;1212
1;The Pines at Windward;29871;Demetrius Park;01/03/2022 00:00;7;General Services Assistant;1212
1;The Pines at Windward;28125;Billy Warner;01/03/2022 00:00;7;General Services Assistant;1212
1;The Pines at Windward;29069;Kevon Erickson;01/03/2022 00:00;7;General Services Assistant;1212
1;The Pines at Windward;27291;Dean Terry;01/03/2022 00:00;7;General Services Assistant;1212
1;The Pines at Windward;28942;Zachariah Dominguez;01/03/2022 00:00;7;General Services Assistant;1212
1;The Pines at Windward;28609;Johnathon Hale;01/03/2022 00:00;7;General Services Assistant;1212
1;The Pines at Windward;29342;Dorian Joseph;01/03/2022 00:00;7;General Services Assistant;1212
1;The Pines at Windward;27500;Kelvin Thornton;01/03/2022 00:00;7;General Services Assistant;1212
1;The Pines at Windward;29113;Quinton Lyons;01/03/2022 00:00;7;General Services Assistant;1212
1;The Pines at Windward;29741;Desmond Horton;01/03/2022 00:00;7;General Services Assistant;1212
1;The Pines at Windward;30476;Willie Higgins;01/03/2022 00:00;7;General Services Assistant;1236,4
1;The Pines at Windward;26580;Camron Griffith;01/03/2022 00:00;7;General Services Assistant;1236,4
1;The Pines at Windward;30479;Jean Pittman;01/03/2022 00:00;7;General Services Assistant;1236,4
1;The Pines at Windward;29694;Kai Baldwin;01/03/2022 00:00;7;General Services Assistant;1212
1;The Pines at Windward;27675;Rene Padilla;01/03/2022 00:00;7;General Services Assistant;1212
1;The Pines at Windward;29846;Guillermo Zimmerman;01/03/2022 00:00;7;General Services Assistant;1212
1;The Pines at Windward;29697;Davis Graves;01/03/2022 00:00;7;General Services Assistant;1212
1;The Pines at Windward;26483;Terrance Espinoza;01/03/2022 00:00;7;General Services Assistant;1236,4
1;The Pines at Windward;28042;Chris Mann;01/03/2022 00:00;7;General Services Assistant;1212
1;The Pines at Windward;30708;Stuart Trevino;01/03/2022 00:00;7;General Services Assistant;1196,52
1;The Pines at Windward;29947;Noel Robbins;01/03/2022 00:00;7;General Services Assistant;1212
1;The Pines at Windward;30181;Khalil Moran;01/03/2022 00:00;7;General Services Assistant;1212
1;The Pines at Windward;30711;Kellen Heath;01/03/2022 00:00;7;General Services Assistant;1196,52
1;The Pines at Windward;30758;Shemar Dalton;01/03/2022 00:00;7;General Services Assistant;1156,63
1;The Pines at Windward;30723;Junior Callahan;01/03/2022 00:00;7;General Services Assistant;1196,52
1;The Pines at Windward;29844;Nathanael Ball;01/03/2022 00:00;7;General Services Assistant;1212
1;The Pines at Windward;29880;Reece Bush;01/03/2022 00:00;7;General Services Assistant;1212
1;The Pines at Windward;29080;Leo McCarthy;01/03/2022 00:00;7;General Services Assistant;1212
1;The Pines at Windward;28117;Weston Dawson;01/03/2022 00:00;7;General Services Assistant;1212
1;The Pines at Windward;29739;Graham Love;01/03/2022 00:00;7;General Services Assistant;1212
1;The Pines at Windward;27672;Clay Page;01/03/2022 00:00;7;General Services Assistant;1212
1;The Pines at Windward;27833;Mauricio Bowen;01/03/2022 00:00;7;General Services Assistant;1212
1;The Pines at Windward;30441;Nelson Cummings;01/03/2022 00:00;27;Safety Technician;1120
1;The Pines at Windward;28119;Kade Hardy;01/03/2022 00:00;10;Watchman;1212
1;The Pines at Windward;29776;Kristian Swanson;01/03/2022 00:00;10;Watchman;1212
1;The Greens at Fairway Hills;24358;Garret Barber;01/03/2022 00:00;44;Construction Manager;2528,49
1;The Greens at Fairway Hills;29182;Rodolfo Acosta;01/03/2022 00:00;13;Engineering Assistant;3266,67
1;The Greens at Fairway Hills;25759;Marquis Luna;01/03/2022 00:00;7;General Services Assistant;1246,3
1;The Greens at Fairway Hills;30027;Dane Chandler;01/03/2022 00:00;3;Carpenter;1212
1;The Greens at Fairway Hills;21643;Felipe Blair;01/03/2022 00:00;232;Carpenter B;1053,43
1;The Greens at Fairway Hills;21662;Elian Cross;01/03/2022 00:00;232;Carpenter B;1859
1;The Greens at Fairway Hills;23173;Todd Daniel;01/03/2022 00:00;232;Carpenter B;1859
1;The Greens at Fairway Hills;21591;Walker Simon;01/03/2022 00:00;107;Foreman;1859
1;The Greens at Fairway Hills;21650;Mateo Dennis;01/03/2022 00:00;96;Construction Foreman;3831,08
1;The Greens at Fairway Hills;23754;Bruce Navarro;01/03/2022 00:00;231;Bricklayer B;1236,4
1;The Greens at Fairway Hills;23195;Damion Moss;01/03/2022 00:00;231;Bricklayer B;1859
1;The Greens at Fairway Hills;27512;Ezra Quinn;01/03/2022 00:00;231;Bricklayer B;1053,43
1;The Greens at Fairway Hills;25763;Ross Fitzgerald;01/03/2022 00:00;230;Doorman;1212
1;The Greens at Fairway Hills;23753;Francis Doyle;01/03/2022 00:00;230;Doorman;1212
1;The Greens at Fairway Hills;28243;Tate McLaughlin;01/03/2022 00:00;7;General Services Assistant;1212
1;The Greens at Fairway Hills;28859;Randall Singh;01/03/2022 00:00;7;General Services Assistant;1212
1;The Greens at Fairway Hills;27753;Warren Rodgers;01/03/2022 00:00;7;General Services Assistant;1212
1;The Greens at Fairway Hills;24811;Byron Stevenson;01/03/2022 00:00;7;General Services Assistant;1236,4
1;The Greens at Fairway Hills;23685;Reid Rojas;01/03/2022 00:00;7;General Services Assistant;1212
1;The Crossings at Falcon Point;29418;Bennett Yang;01/03/2022 00:00;12;Storekeeper;1870
1;The Crossings at Falcon Point;28809;Jermaine Figueroa;01/03/2022 00:00;12;Storekeeper;1870
1;The Crossings at Falcon Point;28443;Reed Garner;01/03/2022 00:00;5;Iron Worker B;1870
1;The Crossings at Falcon Point;27927;Jaquan Newton;01/03/2022 00:00;5;Iron Worker B;1870
1;The Crossings at Falcon Point;29767;Duncan Paul;01/03/2022 00:00;5;Iron Worker B;1870
1;The Crossings at Falcon Point;28446;Franklin Manning;01/03/2022 00:00;5;Iron Worker B;1870
1;The Crossings at Falcon Point;27418;Triston Harmon;01/03/2022 00:00;5;Iron Worker B;1870
1;The Crossings at Falcon Point;28129;Ahmad Adkins;01/03/2022 00:00;13;Engineering Assistant;3000
1;The Crossings at Falcon Point;30178;Alvin Curry;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;28143;Issac Brady;01/03/2022 00:00;3;Carpenter;1870
1;The Crossings at Falcon Point;28136;Kendrick Potter;01/03/2022 00:00;3;Carpenter;1870
1;The Crossings at Falcon Point;27955;Sam Walton;01/03/2022 00:00;3;Carpenter;1870
1;The Crossings at Falcon Point;28460;Sawyer Goodwin;01/03/2022 00:00;3;Carpenter;1870
1;The Crossings at Falcon Point;28352;Solomon Mullins;01/03/2022 00:00;3;Carpenter;1870
1;The Crossings at Falcon Point;27245;Cedric Molina;01/03/2022 00:00;3;Carpenter;1870
1;The Crossings at Falcon Point;28334;Mohammad Webster;01/03/2022 00:00;3;Carpenter;1870
1;The Crossings at Falcon Point;28817;Beau Campos;01/03/2022 00:00;3;Carpenter;1870
1;The Crossings at Falcon Point;28303;Lee Sherman;01/03/2022 00:00;3;Carpenter;1870
1;The Crossings at Falcon Point;28040;Moses Christensen;01/03/2022 00:00;3;Carpenter;1266,77
1;The Crossings at Falcon Point;28306;Jarred Chang;01/03/2022 00:00;3;Carpenter;1870
1;The Crossings at Falcon Point;28812;Darrell Todd;01/03/2022 00:00;3;Carpenter;1870
1;The Crossings at Falcon Point;27926;Jordon Fischer;01/03/2022 00:00;3;Carpenter;1870
1;The Crossings at Falcon Point;28444;Elliot Avila;01/03/2022 00:00;3;Carpenter;1870
1;The Crossings at Falcon Point;9134;Mohamed Blake;01/03/2022 00:00;84;Purchaser;2461,3
1;The Crossings at Falcon Point;30541;Titus Randall;01/03/2022 00:00;228;Foreman I;2900
1;The Crossings at Falcon Point;28795;Wade Wolf;01/03/2022 00:00;214;Foreman II;3109,92
1;The Crossings at Falcon Point;29783;Uriel Juarez;01/03/2022 00:00;215;Foreman III;3747,8
1;The Crossings at Falcon Point;27201;Tomas Hodges;01/03/2022 00:00;215;Foreman III;3385,11
1;The Crossings at Falcon Point;24213;Josiah Hunt;01/03/2022 00:00;29;Civil Engineer;5500
1;The Crossings at Falcon Point;28507;Deven Farmer;01/03/2022 00:00;20;Trainee;950
1;The Crossings at Falcon Point;28537;Maximilian Hines;01/03/2022 00:00;20;Trainee;950
1;The Crossings at Falcon Point;29720;Gilberto Gallagher;01/03/2022 00:00;20;Trainee;950
1;The Crossings at Falcon Point;30705;Darrius Hensley;01/03/2022 00:00;112;Junior Construction Worker;1181,61
1;The Crossings at Falcon Point;28813;Rogelio Duran;01/03/2022 00:00;112;Junior Construction Worker;1221
1;The Crossings at Falcon Point;28688;Ronnie Hubbard;01/03/2022 00:00;112;Junior Construction Worker;1221
1;The Crossings at Falcon Point;23339;Allan Cannon;01/03/2022 00:00;97;Construction Foreman I;2013,2
1;The Crossings at Falcon Point;23472;Deshawn Tate;01/03/2022 00:00;101;Tower Crane Operator;1870
1;The Crossings at Falcon Point;23329;Brayan Saunders;01/03/2022 00:00;101;Tower Crane Operator;1870
1;The Crossings at Falcon Point;28027;Terrence Mack;01/03/2022 00:00;101;Tower Crane Operator;1870
1;The Crossings at Falcon Point;29036;Noe Hammond;01/03/2022 00:00;101;Tower Crane Operator;1870
1;The Crossings at Falcon Point;29477;Julius Miranda;01/03/2022 00:00;101;Tower Crane Operator;1870
1;The Crossings at Falcon Point;28656;Joey Wang;01/03/2022 00:00;101;Tower Crane Operator;1870
1;The Crossings at Falcon Point;27409;Alfonso Carrillo;01/03/2022 00:00;6;Concrete Mixer Operator;1870
1;The Crossings at Falcon Point;23373;Ahmed Townsend;01/03/2022 00:00;218;Mini Crane Operator;1870
1;The Crossings at Falcon Point;30153;Dwayne Pope;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;30007;Kieran Gibbs;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;29002;Jadon Floyd;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;27416;Marlon Chan;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;29971;Jerome Barton;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;23387;Tyree Wise;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;29044;Dangelo Conner;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;29010;Tristin French;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;30230;Tyrell Ingram;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;28620;Rolando Cobb;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;30006;Ernest Bowers;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;30174;Adan Waters;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;28618;Eugene Strickland;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;23355;Devonte Parsons;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;28614;Leonel McCormick;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;30164;Pierce Hampton;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;29903;Wayne Maxwell;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;29655;Dale Norton;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;28874;Leon Frank;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;29426;Will Harrington;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;18113;Davon Rowe;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;29839;Leonard Deleon;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;30700;Rhett Atkins;01/03/2022 00:00;2;Bricklayer;1809,68
1;The Crossings at Falcon Point;29431;Cyrus Yates;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;29500;Wilson Clarke;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;29172;Coby Moody;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;29472;Colten Sparks;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;30008;Alonzo Glover;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;29317;Harry Casey;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;30101;Alvaro Logan;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;28879;Gilbert Tyler;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;29458;Quincy Norman;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;30430;Declan Marsh;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;30765;Barry Huffman;01/03/2022 00:00;2;Bricklayer;1508,06
1;The Crossings at Falcon Point;30381;Kolby Lindsey;01/03/2022 00:00;2;Bricklayer;1568,39
1;The Crossings at Falcon Point;29978;Jonas Patton;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;29450;Mohammed Hartman;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;30701;Kamron Roy;01/03/2022 00:00;2;Bricklayer;1809,68
1;The Crossings at Falcon Point;30155;Stanley Osborne;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;18009;Neil Mejia;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;29843;Harold Hogan;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;30009;Keyshawn Buchanan;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;30229;Toby Flynn;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;29977;Keenan McGuire;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;29972;Koby Leon;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;23327;Devan Ayala;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;30384;Osvaldo Salinas;01/03/2022 00:00;2;Bricklayer;1568,39
1;The Crossings at Falcon Point;30156;Donte Kramer;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;30177;Elliott Robles;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;29473;Ray Mueller;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;29651;Coleman Lloyd;01/03/2022 00:00;2;Bricklayer;1870
1;The Crossings at Falcon Point;30699;Kole Cline;01/03/2022 00:00;2;Bricklayer;1809,68
1;The Crossings at Falcon Point;29180;Nasir Morton;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;30120;Salvatore Fuentes;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;28003;Gunnar Briggs;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;29422;Alfred Cabrera;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;30407;Shamar Pratt;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;30702;Gonzalo Berg;01/03/2022 00:00;7;General Services Assistant;1181,61
1;The Crossings at Falcon Point;29494;Brice Cervantes;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;30136;Cullen Shepherd;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;29459;Tobias Underwood;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;29476;Sterling Burnett;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;30586;Rory Wilkinson;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;30540;Jaylan Anthony;01/03/2022 00:00;7;General Services Assistant;1180,3
1;The Crossings at Falcon Point;27187;Darryl Solis;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;30539;Jevon Richard;01/03/2022 00:00;7;General Services Assistant;1180,3
1;The Crossings at Falcon Point;28039;Marquise Carson;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;29832;Ralph Hoover;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;29662;Jaron Weiss;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;28005;Isaias Cochran;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;23377;Brad Kirby;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;29167;Braydon Drake;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;30584;Clinton Cameron;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;28624;Dayton Stokes;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;29169;Nathanial Wilkins;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;30150;Agustin Roth;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;30089;Everett Nicholson;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;30704;Nehemiah Harrell;01/03/2022 00:00;7;General Services Assistant;1181,61
1;The Crossings at Falcon Point;29460;Daquan Meyers;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;29430;Nigel Velasquez;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;29429;Asher Montoya;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;29295;Lewis Olsen;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;30408;Adolfo McBride;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;29471;Stefan Li;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;29420;Quintin Hess;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;30703;Forrest Pitts;01/03/2022 00:00;7;General Services Assistant;1181,61
1;The Crossings at Falcon Point;30093;Easton Cardenas;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;29424;Ben Roman;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;27407;Hudson Short;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;30588;Jamison Skinner;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;30585;Emiliano Bridges;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;30090;Dandre Patrick;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;29497;Joaquin Lamb;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;29659;Karl Pacheco;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;28626;Rylan Cain;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;30087;Humberto Ochoa;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;29326;Darien Trujillo;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;23376;Antoine Morrow;01/03/2022 00:00;7;General Services Assistant;1221
1;The Crossings at Falcon Point;28351;Glenn Colon;01/03/2022 00:00;117;Signaler;1870
1;The Crossings at Falcon Point;29631;Kane Bryan;01/03/2022 00:00;27;Safety Technician;3000
1;The Crossings at Falcon Point;28484;Aron Petersen;01/03/2022 00:00;27;Safety Technician;2422,85
1;The Crossings at Falcon Point;25859;Tylor Serrano;01/03/2022 00:00;10;Watchman;1221
1;The Crossings at Falcon Point;18144;Ezequiel McKenzie;01/03/2022 00:00;10;Watchman;1221
1;The Terraces at Diamond Heights;30803;Leroy Savage;01/03/2022 00:00;5;Iron Worker B;1379,26
1;The Terraces at Diamond Heights;30805;Talon Wiggins;01/03/2022 00:00;5;Iron Worker B;1379,26
1;The Terraces at Diamond Heights;30802;Anton Brennan;01/03/2022 00:00;13;Engineering Assistant;2596,77
1;The Terraces at Diamond Heights;30810;Chaz Salas;01/03/2022 00:00;107;Foreman;1958,71
1;The Terraces at Diamond Heights;24558;Mike Carey;01/03/2022 00:00;231;Bricklayer B;1859
1;The Terraces at Diamond Heights;28535;Jayce Poole;01/03/2022 00:00;7;General Services Assistant;1212
1;The Terraces at Diamond Heights;30679;Lamar Bruce;01/03/2022 00:00;7;General Services Assistant;1236,4
1;The Terraces at Diamond Heights;30681;Alonso Singleton;01/03/2022 00:00;27;Safety Technician;1386,67
1;The Terraces at Diamond Heights;29239;Romeo Gallegos;01/03/2022 00:00;10;Watchman;1212
1;The Terraces at Diamond Heights;29256;Deonte Calderon;01/03/2022 00:00;10;Watchman;1212
1;The Oasis at Desert Springs;30695;Cordell Mathis;01/03/2022 00:00;204;Office Assistant;
1;The Oasis at Desert Springs;30395;Deon Greer;01/03/2022 00:00;204;Office Assistant;
1;The Landings at Ocean Breeze;28219;Shaun Fleming;01/03/2022 00:00;231;Bricklayer B;1859
1;The Landings at Ocean Breeze;28354;Felix Wolfe;01/03/2022 00:00;7;General Services Assistant;1212
1;The Landings at Ocean Breeze;25919;Tyrone Le;01/03/2022 00:00;7;General Services Assistant;1236,4
83;DM Company Head Quarters;26193;Jacob Smith;01/04/2022 00:00;25;Lawyer;6335,56
83;DM Company Head Quarters;25322;Michael Johnson;01/04/2022 00:00;202;Tax and Accounting Analyst;2619,35
83;DM Company Head Quarters;27602;Matthew Williams;01/04/2022 00:00;109;Senior Payroll Department Analyst;1221,67
83;DM Company Head Quarters;27127;Joshua Brown;01/04/2022 00:00;13;Engineering Assistant;4000
83;DM Company Head Quarters;23007;Christopher Jones;01/04/2022 00:00;238;Financial Analyst;3012,52
83;DM Company Head Quarters;18876;Joseph Garcia;01/04/2022 00:00;13;Engineering Assistant;3266,67
83;DM Company Head Quarters;26830;Daniel Rodriguez;01/04/2022 00:00;13;Engineering Assistant;3000
83;DM Company Head Quarters;28590;William Wilson;01/04/2022 00:00;64;Accounting Assistant I;2500
83;DM Company Head Quarters;29765;Brandon Martinez;01/04/2022 00:00;111;Administrative Assistant;1500
83;DM Company Head Quarters;12346;John Anderson;01/04/2022 00:00;64;Accounting Assistant I;2500
83;DM Company Head Quarters;29648;Zachary Taylor;01/04/2022 00:00;43;Payroll Department Assistant;1600
83;DM Company Head Quarters;31038;Austen Sawyer;01/04/2022 00:00;57;Legal Assistant;1300
83;DM Company Head Quarters;31103;Brooks Baxter;01/04/2022 00:00;110;Financial Assistant;1000
83;DM Company Head Quarters;28235;Gordon Bradford;01/04/2022 00:00;111;Administrative Assistant;1300
83;DM Company Head Quarters;27945;Cristopher Rivas;01/04/2022 00:00;210;File Clerk;1595
83;DM Company Head Quarters;15966;Anthony Hernandez;01/04/2022 00:00;75;Maintenance Assistant;1430,07
83;DM Company Head Quarters;29060;Justin Martin;01/04/2022 00:00;84;Purchaser;4300
83;DM Company Head Quarters;18441;Austin White;01/04/2022 00:00;207;Administrative Manager;4200
83;DM Company Head Quarters;9371;Benjamin Gonzalez;01/04/2022 00:00;29;Civil Engineer;5500
83;DM Company Head Quarters;16834;Dylan Lopez;01/04/2022 00:00;29;Civil Engineer;3500
83;DM Company Head Quarters;25648;Noah Harris;01/04/2022 00:00;203;Accounting Manager;5500
83;DM Company Head Quarters;24864;Samuel Clark;01/04/2022 00:00;124;Payroll Department Manager;1388,26
83;DM Company Head Quarters;18883;Kevin Walker;01/04/2022 00:00;36;Financial Manager;5567,78
83;DM Company Head Quarters;29836;Jose Hall;01/04/2022 00:00;11;Young Apprentice;606
83;DM Company Head Quarters;28767;Thomas Perez;01/04/2022 00:00;11;Young Apprentice;606
83;DM Company Head Quarters;29837;Jason Sanchez;01/04/2022 00:00;11;Young Apprentice;
83;DM Company Head Quarters;29886;Caleb Allen;01/04/2022 00:00;11;Young Apprentice;606
83;DM Company Head Quarters;25273;Aaron Wright;01/04/2022 00:00;78;Mechanic;2504,48
83;DM Company Head Quarters;27834;Eric King;01/04/2022 00:00;8;Driver;1650,56
83;DM Company Head Quarters;26640;Adam Green;01/04/2022 00:00;116;Cashier;1260
83;DM Company Head Quarters;26010;Brian Scott;01/04/2022 00:00;116;Cashier;1260
83;DM Company Head Quarters;27749;Isaiah Adams;01/04/2022 00:00;231;Bricklayer B;1859
83;DM Company Head Quarters;27495;Juan Nelson;01/04/2022 00:00;236;Painter B;1859
83;DM Company Head Quarters;30983;Greyson Hutchinson;01/04/2022 00:00;21;Receptionist;1300
